compounds=6389  already_done=0  todo=6389
receptor=receptor.pdbqt  exhaustiveness_schedule=[8]  base_seed=42
workers=8  cpu/worker=2  (cpu_total=16)
[180/6389] BRD-K70744942-001-02-9 -7.83 (passes -7.83)                1.2s/lig ETA 123.3m
[181/6389] BRD-K81614372-001-02-1 -9.51 (passes -9.51)                1.2s/lig ETA 123.3m
[182/6389] BRD-K03301001-003-03-3 -7.65 (passes -7.65)                1.2s/lig ETA 123.2m
[183/6389] BRD-K68982262-001-01-4 -9.23 (passes -9.23)                1.2s/lig ETA 122.7m
[184/6389] BRD-K30233223-001-04-9 -9.65 (passes -9.65)                1.2s/lig ETA 122.4m
[185/6389] BRD-K77627880-001-05-7 -8.62 (passes -8.62)                1.2s/lig ETA 123.1m
[186/6389] BRD-A83650191-004-03-6 -7.87 (passes -7.87)                1.2s/lig ETA 123.1m
[187/6389] BRD-K20239555-001-01-2 -8.82 (passes -8.82)                1.2s/lig ETA 123.0m
[188/6389] BRD-K49055432-001-04-2 -8.76 (passes -8.76)                1.2s/lig ETA 124.1m
[189/6389] BRD-K38019854-323-01-4 -8.01 (passes -8.01)                1.2s/lig ETA 123.6m
[190/6389] BRD-K72226571-003-02-9 -8.27 (passes -8.27)                1.2s/lig ETA 122.9m
[191/6389] BRD-K00003450-001-01-9 -8.18 (passes -8.18)                1.2s/lig ETA 124.6m
[192/6389] BRD-K13944729-001-01-7 -8.66 (passes -8.66)                1.2s/lig ETA 124.9m
[193/6389] BRD-K28861668-001-01-9 -9.36 (passes -9.36)                1.2s/lig ETA 125.1m
[194/6389] BRD-K17443395-065-03-0 -8.25 (passes -8.25)                1.2s/lig ETA 124.5m
[195/6389] BRD-K00003109-001-01-9 -8.66 (passes -8.66)                1.2s/lig ETA 124.7m
[196/6389] BRD-K65498798-001-01-7 -7.08 (passes -7.08)                1.2s/lig ETA 124.3m
[197/6389] BRD-K77432251-001-01-2 -9.02 (passes -9.02)                1.2s/lig ETA 126.2m
[198/6389] BRD-K01825984-001-01-9 -10.15 (passes -10.15)              1.2s/lig ETA 126.7m
[199/6389] BRD-A78952587-001-02-3 -8.88 (passes -8.88)                1.2s/lig ETA 126.1m
[200/6389] BRD-K50071428-001-04-9 -8.19 (passes -8.19)                1.2s/lig ETA 126.4m
[201/6389] BRD-A29844814-300-01-5 -6.07 (passes -6.07)                1.2s/lig ETA 127.0m
[202/6389] BRD-K24048528-001-03-9 -8.83 (passes -8.83)                1.2s/lig ETA 127.6m
[203/6389] BRD-K22749967-046-02-3 -9.04 (passes -9.04)                1.3s/lig ETA 129.6m
[204/6389] BRD-K00003108-001-01-9 -9.11 (passes -9.11)                1.3s/lig ETA 129.1m
[205/6389] BRD-K33622447-066-01-9 -10.07 (passes -10.07)              1.2s/lig ETA 128.5m
[206/6389] BRD-K00004730-001-01-9 -9.19 (passes -9.19)                1.3s/lig ETA 129.2m
[207/6389] BRD-K57865272-001-02-0 -7.67 (passes -7.67)                1.3s/lig ETA 129.1m
[208/6389] BRD-K37714784-305-02-1 -9.09 (passes -9.09)                1.3s/lig ETA 129.2m
[209/6389] BRD-K36021395-300-03-2 -8.27 (passes -8.27)                1.3s/lig ETA 130.3m
[210/6389] BRD-A30000356-001-02-9 -8.53 (passes -8.53)                1.3s/lig ETA 130.6m
[211/6389] BRD-K97233161-003-01-5 -9.65 (passes -9.65)                1.3s/lig ETA 130.3m
[212/6389] BRD-K11792081-001-01-4 -10.07 (passes -10.07)              1.3s/lig ETA 130.0m
[213/6389] BRD-K53788420-001-02-9 -9.41 (passes -9.41)                1.3s/lig ETA 130.7m
[214/6389] BRD-K00003394-001-01-9 -9.64 (passes -9.64)                1.3s/lig ETA 130.1m
[215/6389] BRD-K91623615-001-06-8 -8.63 (passes -8.63)                1.3s/lig ETA 129.6m
[216/6389] BRD-K81548480-001-02-0 -9.30 (passes -9.30)                1.3s/lig ETA 131.8m
[217/6389] BRD-K31144453-001-02-2 -7.43 (passes -7.43)                1.3s/lig ETA 132.4m
[218/6389] BRD-K00004603-001-01-9 -8.99 (passes -8.99)                1.3s/lig ETA 132.8m
[219/6389] BRD-K93176058-001-04-4 -8.20 (passes -8.20)                1.3s/lig ETA 132.3m
[220/6389] BRD-A49544621-003-03-6 -7.71 (passes -7.71)                1.3s/lig ETA 132.3m
[221/6389] BRD-K53448858-001-08-8 -7.23 (passes -7.23)                1.3s/lig ETA 134.4m
[222/6389] BRD-A27911617-001-01-7 -10.14 (passes -10.14)              1.3s/lig ETA 134.5m
[223/6389] BRD-K00004583-001-01-9 -8.47 (passes -8.47)                1.3s/lig ETA 135.1m
[224/6389] BRD-K26262077-238-01-5 -5.12 (passes -5.12)                1.3s/lig ETA 134.8m
[225/6389] BRD-K15819326-001-02-9 -9.51 (passes -9.51)                1.3s/lig ETA 136.5m
[226/6389] BRD-K68633617-003-02-9 -7.81 (passes -7.81)                1.3s/lig ETA 136.0m
[227/6389] BRD-K64034691-001-01-9 -10.03 (passes -10.03)              1.3s/lig ETA 135.7m
[228/6389] BRD-K92517771-001-01-2 -7.89 (passes -7.89)                1.3s/lig ETA 135.3m
[229/6389] BRD-K01825000-001-02-9 -5.85 (passes -5.85)                1.3s/lig ETA 135.8m
[230/6389] BRD-K07753030-003-17-6 -7.17 (passes -7.17)                1.3s/lig ETA 137.5m
[231/6389] BRD-K68538666-001-14-9 -8.49 (passes -8.49)                1.4s/lig ETA 139.4m
[232/6389] BRD-K97417064-001-02-4 -9.44 (passes -9.44)                1.4s/lig ETA 139.0m
[233/6389] BRD-A29260609-003-26-0 -7.61 (passes -7.61)                1.4s/lig ETA 138.9m
[234/6389] BRD-K47195926-001-06-6 -6.41 (passes -6.41)                1.4s/lig ETA 138.6m
[235/6389] BRD-K44004064-001-08-9 -7.21 (passes -7.21)                1.3s/lig ETA 138.5m
[236/6389] BRD-K13619941-001-02-9 -5.88 (passes -5.88)                1.4s/lig ETA 139.0m
[237/6389] BRD-K00003255-001-01-9 -9.10 (passes -9.10)                1.4s/lig ETA 140.5m
[238/6389] BRD-K36262466-001-06-3 -6.74 (passes -6.74)                1.4s/lig ETA 142.9m
[239/6389] BRD-A65051990-001-12-9 -8.73 (passes -8.73)                1.4s/lig ETA 142.7m
[240/6389] BRD-K50850824-237-03-0 -5.55 (passes -5.55)                1.4s/lig ETA 142.7m
[241/6389] BRD-K99048103-001-19-2 FAIL(prep: Meeko PDBQT write fail)  1.4s/lig ETA 142.1m
[242/6389] BRD-K67563174-001-19-9 -8.30 (passes -8.30)                1.4s/lig ETA 141.5m
[243/6389] BRD-K43457670-001-27-8 -6.65 (passes -6.65)                1.4s/lig ETA 142.2m
[244/6389] BRD-K37814297-050-09-6 -8.23 (passes -8.23)                1.4s/lig ETA 142.1m
[245/6389] BRD-K46416130-001-06-9 -5.93 (passes -5.93)                1.4s/lig ETA 142.7m
[246/6389] BRD-K52960356-001-13-0 -8.44 (passes -8.44)                1.4s/lig ETA 142.6m
[247/6389] BRD-A44696962-001-01-4 -5.87 (passes -5.87)                1.4s/lig ETA 144.6m
[248/6389] BRD-K27406233-001-08-9 -5.85 (passes -5.85)                1.4s/lig ETA 145.3m
[249/6389] BRD-K42938903-332-01-1 -7.36 (passes -7.36)                1.4s/lig ETA 145.7m
[250/6389] BRD-K59058747-001-20-9 -4.46 (passes -4.46)                1.4s/lig ETA 145.1m
[251/6389] BRD-K10226125-245-01-5 -6.06 (passes -6.06)                1.4s/lig ETA 145.6m
[252/6389] BRD-K72215350-001-07-9 -5.30 (passes -5.30)                1.4s/lig ETA 146.7m
[253/6389] BRD-K46585355-001-15-9 -9.12 (passes -9.12)                1.4s/lig ETA 146.1m
[254/6389] BRD-K79437791-001-05-7 -7.59 (passes -7.59)                1.4s/lig ETA 146.0m
[255/6389] BRD-K63736853-001-06-3 -5.69 (passes -5.69)                1.4s/lig ETA 145.7m
[256/6389] BRD-A29520968-001-03-5 -8.10 (passes -8.10)                1.4s/lig ETA 145.4m
[257/6389] BRD-K74236708-001-02-7 -7.83 (passes -7.83)                1.4s/lig ETA 145.8m
[258/6389] BRD-K13050541-001-01-9 -5.63 (passes -5.63)                1.4s/lig ETA 145.3m
[259/6389] BRD-K62012036-001-14-4 -8.02 (passes -8.02)                1.4s/lig ETA 146.5m
[260/6389] BRD-K00003531-001-01-9 -9.21 (passes -9.21)                1.4s/lig ETA 147.7m
[261/6389] BRD-K00003303-001-01-9 FAIL(vina rc=1: PDBQT parsing err)  1.4s/lig ETA 147.1m
[262/6389] BRD-M87138257-003-01-1 -8.72 (passes -8.72)                1.4s/lig ETA 147.6m
[263/6389] BRD-K97874492-300-10-7 -8.72 (passes -8.72)                1.5s/lig ETA 148.2m
[264/6389] BRD-M49658242-001-04-1 -6.46 (passes -6.46)                1.5s/lig ETA 149.3m
[265/6389] BRD-K00004720-001-01-9 -8.81 (passes -8.81)                1.5s/lig ETA 150.7m
[266/6389] BRD-K56301217-001-10-8 -9.08 (passes -9.08)                1.5s/lig ETA 150.3m
