compounds=6389  already_done=193  todo=6196
receptor=receptor.pdbqt  exhaustiveness_schedule=[8]  base_seed=42
workers=8  cpu/worker=2  (cpu_total=16)
[254/6196] BRD-K90239174-001-01-8 -7.90 (passes -7.90)                2.5s/lig ETA 252.3m
[255/6196] BRD-K21728777-001-03-9 -9.56 (passes -9.56)                2.5s/lig ETA 252.3m
[256/6196] BRD-K97181089-003-24-7 -7.35 (passes -7.35)                2.5s/lig ETA 251.6m
[257/6196] BRD-K73947551-001-04-4 -4.79 (passes -4.79)                2.5s/lig ETA 251.6m
[258/6196] BRD-K24610819-003-02-6 -8.17 (passes -8.17)                2.5s/lig ETA 250.6m
[259/6196] BRD-A01307728-001-02-9 -7.90 (passes -7.90)                2.5s/lig ETA 249.6m
[260/6196] BRD-A25234499-001-18-3 -7.43 (passes -7.43)                2.5s/lig ETA 248.8m
[261/6196] BRD-K97799481-205-02-7 -6.83 (passes -6.83)                2.5s/lig ETA 248.1m
[262/6196] BRD-K21782625-001-02-4 -9.26 (passes -9.26)                2.5s/lig ETA 247.3m
[263/6196] BRD-K80267133-001-17-7 -5.94 (passes -5.94)                2.5s/lig ETA 247.0m
[264/6196] BRD-K59998349-003-01-4 -6.73 (passes -6.73)                2.5s/lig ETA 247.3m
